content,sentiment
"Apk tolol,Verifikasi bobrok+lemot,fix lah dari segi IT nya,giliran butuh keadaan darurat gabisa di akses, verifikasi ribet padahal gapernah nunggak bayar tagihan BPJS,Bangkee bangke",Negatif
"kenapa ga bisa verifikasi pakai no hp, pdahal pas dftar bisa² ajh pake nomor hp yang sama, eh pas verifikasi malah ga bisa, trus disuruh hubungin PANDAWA",Negatif
Pelayanan jkn mobile secara online sangat bagus dan cepat prosesnya..🙏🙏👍👍,Positif
"Aplikasi 🐖 verifikasi susah, yg buat korup kyknya",Negatif
Tidak bisa download,Negatif
Kenapa aplikasi pemerintah selalu ampas,Negatif
"Mau registrasi susahnya minta ampun. Disuruh verifikasi wajah error terus, kirim kode OTP gak nyampe nyampe kayak dicegat beacukai, aplikasi sampah nyusahin aja mau berobat.",Negatif
"Normal seperti aplikasi2 pemerintah lainnya, penuh dengan bug",Negatif
Ok,Positif
tiap mau pake selalu di minta update dan selalu ngebug... pelayanan nggak sesuai yg tertera...,Negatif
Inii gimana sih mau verifikasi ga bisa teruss nungguin kode verifikasi lewat sms ga ada teruss mau verifikasi lewat wajah ga bisaa,Negatif
Sangat membantu sekali,Positif
"Gak bisa daftar berkali"" gagal facerecod'n",Negatif
Niatnya pemerintah pake apk gini biar mempermudah Tapi yang terjadi justru sebaliknya. Sumpah banget ini apk terbapuk Kalo memang buat mempermudah plis banget perbaiki lagi Ini setiap mau kontrol ke RS pasti ni apk gak ada kelancaran sama sekali yang ada bikin pusing karna akhirnya tetep gak bisa ambil antrian sama sekali Dan berujung di persulit di RS nya,Negatif
pelayanan bpjs online sangat bagus terimakasih udah bisa membantu perbaikan data tanpa harus ke kantor BPJS,Positif
"Negara buat aplikasi kek gini aja masih banyak error kok masih mau ngasih pajak ( ppn ) atau hal lain masih dibebankan dan di wajibkan sih kapan indonesia mau maju. , apakah harus nunggu 250 tahun lagi baru maju",Negatif
Aplikasi apaan sih ini... error mulu! Dari pagi sampe sore gini2 aj,Negatif
Lupa sandi untuk nunggu otp di-sms buat verifikasi kaga nongol nongol .. parah bener,Negatif
Mantapppp,Positif
"Ribet, verifikasi wajah gagal teruss",Negatif
"Sungguh buruk sekali aplikasi ini. Menunggu kode verikasi dari sms gk muncul-muncul. Mending dihapus aja aplikasinya,buat yang baru yang lebih ringan.",Negatif
Gak bisa kirim kode verifikasi,Negatif
Gk jelas otp SMS nya parah Di butuhin kok ngelunjak,Negatif
"KACAU, GUA MAU CEK BPJS VERIFIKASI WAJAH AJA GA BISA GIMNA MAU MASUK DAFTAR DI APLIKASINYA KLO BEGINI ?",Negatif
"Aplikasi yang sangat kacau, cacat sistem tidak bisa verivikasi otp",Negatif
Pelayanan bagus dan cepat,Positif
"Sangat mrmbantu saya tidak usah k kantor lg, trimakasih",Positif
Pokoknya mantap,Positif
Top 1,Positif
portal RSU Unair Kampus C Surabaya .,Netral
Mudah2an selalu memberikan perubahan yang jauh lebih baik lagi,Positif
Aplikasi yang mempersulit pengguna ini nih masa harus nunggu lama banget cuma otp doang udh di tungguin sampe 3 JM lebih gaada SMS otp masukk,Negatif
Udah terdaftar ko gabisa login aneh aplikasi nih,Negatif
mantap...👍👍👍👍👍,Positif
ok,Positif
Aplikasi taik . Nunggu otp lama . Pulsa udah kepotong banyak. Ujung2nya otp masuk pas waktu udah habis . Taik sih aplikasinya,Negatif
Apk sampah. Ribet. Padahal sangat dibutuhkan olh smua rakyat indo. Tapi bukannya mempermudah malah mempersulit,Negatif
Aplikasi yang sangat membantu sekali,Positif
Aplikasi yg user friendly. 👍👍👍,Positif
Sangat membantu,Positif
Ok mantap mksh,Positif
Sangat terbantu bngtt,Positif
"Bintang 1 . Pasword bener gagal login terus . Nyoba lupa pasword sms verifikasi g masuk""",Negatif
Appnya jelek buwat daftar udh 2 jm ggl trus. Verifikasi wajah gagal mulu,Negatif
Aplikasi sering gangguan.,Negatif
Otp tidak muncul. Tolong diperbaiki,Negatif
Pelayanan cepat dan memudahkan peserta,Positif
"Gk bisa verifikasi ulang, aplikasi sampah",Negatif
Alhamdulillah terbantu juga,Positif
Gampang dan mudah dimengerti,Positif
Ko susah bngt mau daftar ko dlu gagl foto wajah ttp ggl,Negatif
ini kok gabisa diupdate,Negatif
Bagus,Positif
Kenapa tidak bisa didownload di hp Xiaomi note A5,Netral
Knp apk ini blm di hapus ya gk ada guna ny. No hp yg di suruh WA pun gk ada guna ny,Negatif
Bikin ribet . gue daftr ud make email .kta sandi bnr .mau login mlh slah trs ..tay,Negatif
Aneh ..baru kemarin di buka setiap masuk kayak mau daptar terus... KTP pasword chasa... Capek,Negatif
"Aplikasi parah harus spek HP nyah, mending kaya sebelumnyah bisa d pasang HP mana saja g guna aplikasi ini sekarang pas dperbaharui",Negatif
"Pelayanannya ramah,,, ❤️",Positif
Mantap,Positif
Ok,Positif
"Aplikasi apaan ini. Verifikasi sampe dobel2, nama lemot, bikin kesel",Negatif
Aplikasi gak guna,Negatif
Vagus,Netral
Aplikasinya bagus,Positif
"Bagus,sangat membantu",Positif
Apl apaan sih ini Udah ganti hp juga tetep ga ad kode konfirmasi nya Hapus aj lah ini apl ga guna.,Negatif
Memuaskan,Positif
"Daftar gagal terus,,terus bulak balik,,ngirim kode otp gak ada terus,,bukan mempermudah malah memperlambat",Negatif
"1 nomer hp buat 1 akun,Masuk akal gak? Kalo bikin peraturan tuh ya kira2 dan di fikir dulu lah.. daftarin buat orng tua 2 terus buat saya sendiri harus 3 nomer hp?kalo masih 1 kk tuh 1 no hp kn gk ribet payah!!! Buat yg gk bisa dpt otp isi pulsa dulu, itu kode perlu biaya min 1000",Negatif
Sangat bagus,Positif
Alhamdulillah terima kasih,Positif
"Aplikasi tolol susah banget minta otp juga ribet banget nunggu nya 300 detik mana ga ke kirim"" kalo emang gabisa buat apk jangan buat ngeribetin doang",Negatif
"Kalau udag lama gak buka, pas mau buka harus masukin pin. Kadang lupa pin, padahal app nya kan gak sensitif ya knp harus sering masukin pin. Ribet.",Negatif
Aplikasi gagal mau daftar aja GK bisa klok bual aplikasi tu yg bener jangan ngecewain orang,Negatif
"Tidak bisa login dengan keterangan, sudah lebih dari 3. Telepon ke CS diarahkan untuk komplain online dari mobile JKN. Komplain dari JKN di arahkan telpon ke CS. Setelah telpon ke CS ternyata solusi nya login di hp lain yg belum pernah login buat nik JKN (Hp baru)",Negatif
Sangat kacau saat pendaftaran sya kasih bintang -100 Saya lngsung uninstal !!,Negatif
Good,Positif
"aplikasi gk berfungsi dengan baik . maau daftar aja susah, verifikasi wajah gagal terus . fungsi nya aplikasi ini apa ????? klo harus dateng ke kantor bpjs",Negatif
"Bagus, sangat membantu",Positif
"Aplikasi pembodohan ferivikasi wajah dipersulit, mempersulit hidup orang saja, klo gangerti teknologi tidak usah sosoan bikin aplikasi online",Negatif
Sedikit mererpotkan.Padahal cuma Buat Syarat Skck.,Negatif
Mantap,Positif
Goblog lah. Mau nambah peserta eror terus GPS. Padahal tidak ada masalah apa apa sama GPS.nya.,Negatif
Bagus. Sangat membantu... sangat mudah di gunakan,Positif
Sangat membantu,Positif
Sangat baik,Positif
"Yang terhormat paduka yang mulia maha raja pemerintah, khususnya divisi yang membuat atau mengurus aplikasi JKN Mobile ini, ""SAYA MAU VERIFIKASI AKUN DI JKN MOBILE, KONDISI PENCAHAYAAN BAGUS, SINYAL BAGUS, SURUH SENYUM SAYA SENYUM, NGEDIP SAYA NGEDIP, HADAP KIRI SAYA HADAP KIRI, TAPI KENAPA VERIFIKASI GAGAL MULU"" AYO DONG, KALO KORUPSI ANGGARAN MINIMAL YA YANG BENER APLIKASINYA, JANGAN BIKIN STIGMA MASYARAKAT KE KALIAN MAKIN JELEK. MAU PAKE FASILITAS AJA DIPERSULIT TOLONG KERJA YANG BENER ☺️",Negatif
Apk pemerintah ko begini nge bugg trus. Minta kode otp aja harus ada pulsa kocak. Bukannya mempermudah malah memperumit,Negatif
Responnya cepat,Positif
Mudah di jangkau,Positif
"Apk jkn ini tidak Efektif Sangat mempersulit masyarakat saat melakukan pendaftaran,tolong untuk lembaga BPJS kesehatan,agar apk ini diperbaharui atau diganti,supaya bisa mempermudah masyarakat dalam melakukan pendaftaran",Negatif
Sangat bagus dan sangat membantu,Positif
Di perbaharui bukannya bagus malah ngga bisa daftar ke puskes gimana sih,Negatif
Ketersediaan kamar tidak akurat,Negatif
semoga di kasih antrean onlen untuk pasien yang belum punya bpjs,Netral
GABISA DAFTAR PAKE NOMOR HP KOCAK,Positif
Sangat memuaskan,Positif
Keren,Positif
"Demi apaa buat daftar aja susahnya minta ampun, verifikasi cukup satu aja ga si, harus pake gmail sama sms yang kudu nunggu nyampe 5 itupun gagal terus kenapa ga beralih ke wa aja si yang lebih gercep, ditambah verifikasi wajah gagal mulu gimana sii mana ujung²nya harus datang ke kantor cabang fungsi ada apk itu mempermudah bukan sebaliknya gimana si, mana pelayanannya kalo ke rumah sakit jelek, mau daftar sulitnya",Negatif
Sangat membantu mudah di gunakan dan terimakasih jkn sudah banyak meringankan dan mempermudah kami pengguna jkn,Positif
"baru aja install, trus daftar kenapa ngisi no hp, responnya no hp sdh dipake pengguna lain? pdhl no hp msh aktif terpasang... adakah solusi?",Negatif
"Aplikasi sangat jelek jauh dari yg diharapkan, kualitas buruk,mau daftar aja sulit!",Negatif
"aplikasi mempersulit rakyat bukan mempermudah rakyat, yang bikin sistem kek anak sd",Negatif
Sangat membantu,Positif
"sya heran ko tolol beut ni app ganti autodebit aja gabisa, muak bgt rsanya",Negatif
Verifikasi errorr melulu aplikasi cacat,Negatif
Goood,Positif
Sangat membantu,Positif
Sangat mudah untuk digunakan,Positif
Maksudnya apa yah...sdh di download 100% kuota sdh terpakai...baru terbaca memori tdk cukup untuk tersimpan,Negatif
Jelek,Negatif
Baik sekali,Positif
Aplikasi cuma buat android tertentu... Dan gk bantu banget sementara tiap bulan pendapatan/ gaji dipotong otomatis. Klu gk tutup aja BPJSnya.,Negatif
"Kode verivikasi tidak mau masuk,tolong saran nya,kalo emng apk ini GK berguna lagi tolong di hapus aja",Negatif
Aplikasi sampah. Mau login sj susah skli,Negatif
Mudah diakses aplikasinya,Positif
untuk yg tidak bisa mendapatkan otp. nomor yg terdaftar harus memiliki pulsa sebesar minimal Rp. 5000,Netral
stlh up date tdk bs d buka / menjadi proses melulu,Negatif
"Sangat perlu perbaikan, masih kurang layak dipakai saat darurat",Negatif
ga bisa verifikasi wajah,Negatif
Lebih memudahkan dalam pelayanan kesehatan,Positif
Ok,Positif
Good,Positif
Dengan Aplikasi Mobile JKN Berbagai kemudahan bisa dilakukan,Positif
Kenapa sulit sekali mendapat otp lewat SMS? Vermuk nya juga selalu gagal padahal sudah diluar ruangan. Tolong di perbaiki!,Negatif
Jangan salahkan Aplikasi. Bisa jadi kesalahan mendaftar JKN dari pengguna baik dari cara mendaftar dan spek hp yg rendah.,Negatif
Ok,Positif
"Alhamdulillah, dengan aplikasi JKN saya ubah faskes, ubah alamat cepat dan tidak repot, cukup dirumah pakai HP buka aplikasi JKN semua bisa selesai hanya hitungan menit, Terima kasih JKN",Positif
Siipp,Negatif
"Mohon untuk menghapus verifikasi wajah. Karena sangat menyulitkan, kenapa semakin lama semakin dipersulit untuk daftar? Kenapa tidak sekalian harus ke kantor untuk mendaftar dan semua pelayanan di kembalikan ke kantor saja sekalian?",Negatif
Aplikasi lucu. Tidak bisa tekan tombol masuk 💩,Netral
Sangat membantu,Positif
Sering ngelag dan update trs,Positif
Bagus,Positif
"Aplikasi tolol,",Negatif
"Mudah digunakan, tetapi tolong update untuk bagian verifikasi wajah, karena gagal mulu",Negatif
"Eror ini apli kasi, sangat tak membantu verifikasi wajah dan kode otp SMS tidak ada. Meresahkan..",Negatif
Bagus banget. Sekarang satu KK terintegrasi jadinya cukup satu id untuk satu keluarga.,Positif
"Verifikasi wajah selalu gagal, tolong di perbaiki",Negatif
Mantap,Positif
"Tolol verif aja gagal terus, tempat udah cerah kamera jernih aja masih gagal monyet!!!! Pemerintah bikin aplikasi gini aja ga becus ya????",Negatif
Bagus,Positif
Sangat puas,Positif
Verifikasi wajah sulitnya mintaampun padahal udah terang benderang hadeh,Negatif
Kagak bisa ambil antrean online,Negatif
"otp ga masuk, udah coba pake 3 nomor",Netral
Mntap,Negatif
aplikasi nya bagus sekali kode otp nya harus nunggu sampe kapan,Positif
Alhamdulillah selama ini bagus menurut saya karna sangat mempermudah...,Positif
Sangat ngebantu perubahan data,Positif
Good,Positif
Bagus,Positif
Ini niat gak sih bikinnya daftar aja gak bisa gimna mau pakai coba,Negatif
mudah d gunakn,Positif
Mantab...sangat membantu,Positif
"Mau daftar aja susah banget, verifikasi wajah gagal terus 😔",Negatif
"Mau daftar aja susah, gimana mau make coba. Maaf sebelumnya, sedikit masukan untuk tim developer jangan makan gaji buta dong, masak sudah banyak kritik dari user masih aja gaada perbaikan. Aplikasi harusnya dibuat untuk memudahkan dan kenyamanan user, feedback dari user setidaknya dipikirkan, jangan hanya yg penting udah launching dah beres.",Negatif
"Dari bulan kemaren msh blm bisa nerima sms untuk aktivasi, jadi hanya bisa di instal tapi tidak dpt digunakan. Katanya pulsa harus tersedia, sudah berapa kali isi pulsa tetap sms aktivasi tidak ada. Apakahada solusinya ?",Negatif
Aplikasi sampah ..susah banget prefikasi wajah nya udah seminggu ga bener2 ni aplikasi ga ada otak 😏,Negatif
Aplikasi buruk tidak mempermudah tp mempersulit haduh ...,Negatif
SEBUTKAN FUNGSI DARI APK NGEBUG NGGAK GUNA INI,Netral
"Dengan JKM,berobat jadi lebih cepat",Positif
Mantap,Positif
"Gatau ini kenapa apk nya susah digunain, seharusnya di permudah ini kenapa susah terus mau daftar juga. Ga dapet' kode otp ke SMS pdhl sudah isi pulsa jga tetep susah jd g bisa d gunain. Tolong perbaiki apk nya!!!",Negatif
"Aku kasih bintang nol kalau bisa. Paraaah banget. Aplikasi pelayanan masyarakat kaya gini. Mau daftar antrian selalu saja ada masalah. Tolonglah, hidup sudah sulit. Jangan ditambah sulit kalau lagi sakit. Kalau gak bisa ngasih pelayanan yang baik. Mending gak usah bikin aplikasi kaya beginian. Setiap saya mau daftar pasti ada masalah. Jadinya kalau darurat tetep harus jalur BAYAR. KARENA APLIKASI INI SELALU SAJA ADA GANGGUAN... !!!!",Negatif
Sangat praktis,Positif
Aplikasi sampah hilangkan scan wajah biar KY dulu,Negatif
Mantap,Positif
Panduannya jelas dan cepat aksesnya,Positif
"Aplikasi payah, kode otp ga pernah masuk, pemindai wajah gagal terus, sudah tempat terang masi gagal juga, kenapa si harus serba online klo ga siap, PAYAH",Negatif
terima kasihh mb.jkn,Positif
"Keluhan saya sama seperti seperti yang lain gak bisa scan wajah, OTP SMS gak bisa padahal pulsa ada. Lewat e-mail juga gak bisa. Tolong diperbaiki.",Negatif
"ini aplikasi kenapa dah, mau daftar online faskes tingkat pertama susah amat dah, padahal pasien udah sering berobat di klinik tersebut tapi keluar notif pasien baru dan belum ada nomor rekam medisnya, terus giliran di klik muter-muter mulu dan gak lama keluar notif tidak berhasil, emang ampas dah aplikasinya",Negatif
Ok,Positif
"Biasanya aplikasi di ciptakan untuk mempermudah ini malah mempersulit plisss lah yang bener aja masak udah verifikasi berulang"" Kali lho trus di menu verifikasi ada cara Lain seperti SMS trus email dan verifikasi wajah tapi semua tetep ndak bisa padahal juga saya memasukkan nomer sudah benar tapi tetep aja tidak bisa astagfirullah sekiranya kalau apk tidak bisa mempermudah udah lah seperti biasa aja langsung ke tempat nya aja nggk usah suruh ini itu ruwet tau nggk siiih",Negatif
"Cpek sumph ini apk apaan kurang di perhatiin, masyraktnya suruh antri lewat apk ini trus apknya kyk gini eror Pas mau dftar faskes 1 suruh coba lagi. Kmren juga pas mau daftar di persulit harus ada pulsa harus pakek ini itu ternyata apknya yang perlu di perhatiin lagi",Negatif
"Masalah di apk ini banyak banget, Dari otp bug, sampe pengenalan wajah yg error, memang ga niat bikin atau hanya untuk main-main",Negatif
"Minta update mulu, gk di updatez gk bisa di buka apk nya",Negatif
Mudah prosesnya,Positif
Aplikasi cacat gak tau hbis brpa M dana pemerintah buat aplikasi cacat begini mau daftar aja susah,Negatif
"Ribet, gk ada guna",Negatif
Sangat sangat buruk,Negatif
Bagus,Positif
Bagus dan sangat membantu,Positif
Pas di foto suruh hadap kiri udah gitu mana bisa lihat harus ngapain verifikasi pas di suruh senyum ga keburu aplikasi tolol,Negatif
Daftar aja sangat sulit aplikasi pemerintah yang tidak di support oleh pemerintah,Negatif
Sangat membantu sekali,Positif
"Aplikasi masih banyak bug, klo belom siap ga usah di rilis. Tambahin fitur OTP Whatsapp, jaman sekarang kok masih pake OTP SMS",Negatif
Ok sangat membantu,Positif
Ribet,Negatif
"Pantaslah masyarakat enggan menggunakan aplikasi ini. Aplikasimu ribet. Tidak sesederhana seperti mendaftarkan diri untuk membuat kartu ATM, daftar Gopay. Bahkan lebih mudah mendaftarkan diri untuk menikah. Simino jauh lebih mudah, sederhana dan mengesankan pengguna. Kenapa harus di adakan Mobile JKN, jika Simino jauh lebih baik ? Saya rasa Aplikasi ini tidak memenuhi standar kemudahan pengguna.",Negatif
Oke,Positif
Daftarnya sulit banget,Negatif
perlu sehat,Negatif
Kenapa apk yg di urus negara pasti ada aja ga benernya abis d kritik langsung malah klarifikasi bukan memperbaiki Aneh memang di konoha,Negatif
daftar online ke faskes susah,Negatif
"Sayang sekali update kali ini malah ngga bisa login, baru masuk aplikasi keluar sendiri. Aplikasi tidak bisa dibuka. Padahal sebelumnya bisa login pake nik sendiri setelah update malah ngga bisa. Aneh.",Negatif
"kurang membantu dikarenakan tidak semua orang bisa menggunakan apk ini,,untuk kesehatan aja dipersulit",Negatif
Ok banget,Positif
"Mudah,cepat dan aman",Positif
Aplikasi yg menyusahkan lama2 gak guna,Negatif
Ribet bwt registrasi hrs verifikasi wajah pdhl bukan pengajuan pinjol dan hrs ada pulsa ketika masukin otp,Negatif
Baik,Positif
"Pemerintah indonesia kalo gak sanggup memberi pelayanan kesehatan yg terbaik buat semua rakyatnya jngn bikin ribet segala pake aplikasi udh suruh pada bayar aja semua nya, klo emng niat jngn bikin ribet bikin aplikasi memverifikasi doang susah nya minta ampun, tinggal bikin peraturan semua BPJS dapat di gunakan di seluruh Indonesia.",Negatif
Daftarkan,Netral
Bagus,Positif
Ok,Positif
"Tolong di perbaiki Aplikasi nya. Mau daftar aja susah banget gagal terus. Harus nya jadi sarana uang memudahkan, ini malah mempersulit.",Negatif
Mantap,Positif
Mau kontrol hari ini dirs fatimah,Netral
"Ini knp sh jkn mau masuk aje sulit? Jls"" nik dan pasword bener tp ko nik salah trus? G ngerti sm aplikasinya dah? Malah mempersulit,",Negatif
Keren,Positif
Erorb bloug,Negatif
Ribet,Negatif
Apk gak guna banget semua orang verifikasi wajah sama kode otp pada gabisa semua mending hapus aja ni apk dari play store,Negatif
